Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation,Day,Month,Year
8,18.0,91,4,0,1,1,20,9,2018
9,18.2,93,4,0,1,1,20,9,2018
10,18.4,91,4,0,1,1,20,9,2018
11,18.8,95,4,0,1,0,20,9,2018
12,19.0,91,4,0,1,1,20,9,2018
13,18.9,89,4,0,1,0,20,9,2018
14,19.3,83,4,0,1,1,20,9,2018
15,19.4,79,4,0,1,0,20,9,2018
16,19.5,75,4,0,1,0,20,9,2018
17,19.3,76,4,0,1,0,20,9,2018
18,19.1,77,4,0,1,0,20,9,2018
19,18.9,78,4,0,1,0,20,9,2018
20,19.1,77,4,0,1,0,20,9,2018
21,18.7,84,4,0,1,0,20,9,2018
22,18.4,85,4,0,1,0,20,9,2018
23,18.7,80,4,0,1,0,20,9,2018
0,18.9,78,4,0,1,0,21,9,2018
1,19.0,78,4,0,1,0,21,9,2018
2,19.1,78,4,0,1,0,21,9,2018
3,18.5,88,4,0,1,1,21,9,2018
4,17.9,95,4,0,1,1,21,9,2018
5,17.8,93,4,0,1,1,21,9,2018
6,17.6,95,4,0,1,1,21,9,2018
7,17.6,96,4,0,1,1,21,9,2018
8,17.8,97,4,0,1,1,21,9,2018
9,18.2,96,4,0,1,1,21,9,2018
10,18.4,96,4,0,1,1,21,9,2018
11,18.9,91,4,0,1,1,21,9,2018
12,19.1,91,4,0,1,0,21,9,2018
13,19.8,88,4,0,1,0,21,9,2018
14,21.4,76,4,0,1,1,21,9,2018
15,21.8,76,4,0,1,0,21,9,2018
16,21.5,78,4,0,1,0,21,9,2018
17,21.2,77,4,0,1,0,21,9,2018
18,20.9,77,4,0,1,0,21,9,2018
19,20.3,81,4,0,1,0,21,9,2018
20,20.0,82,4,0,1,0,21,9,2018
21,19.9,82,4,0,1,0,21,9,2018
22,19.7,82,4,0,1,0,21,9,2018
23,19.5,82,4,0,1,0,21,9,2018
0,19.5,81,4,0,1,0,22,9,2018
1,19.5,83,4,0,1,0,22,9,2018
2,19.4,85,4,0,1,0,22,9,2018
3,18.8,90,4,0,1,0,22,9,2018
4,18.9,88,4,0,1,0,22,9,2018
5,18.8,96,4,0,1,1,22,9,2018
6,18.4,95,4,0,1,0,22,9,2018
7,18.1,96,4,0,1,0,22,9,2018
8,18.2,86,4,0,1,0,22,9,2018
9,19.7,78,4,0,1,0,22,9,2018
10,21.8,67,4,0,1,0,22,9,2018
11,22.7,55,4,0,1,0,22,9,2018
12,24.2,43,4,0,1,0,22,9,2018
13,24.9,32,4,0,1,0,22,9,2018
14,25.2,28,4,0,1,0,22,9,2018
15,25.4,32,4,0,1,0,22,9,2018
16,25.3,38,4,0,1,0,22,9,2018
17,24.6,35,4,0,1,0,22,9,2018
18,23.2,36,4,0,1,0,22,9,2018
19,21.3,43,4,0,1,0,22,9,2018
20,20.4,52,4,0,1,0,22,9,2018
21,19.4,55,4,0,1,0,22,9,2018
22,18.6,62,4,0,1,0,22,9,2018
23,17.9,66,4,0,1,0,22,9,2018
0,17.2,69,4,1,1,0,23,9,2018
1,16.4,66,4,1,1,0,23,9,2018
2,16.0,72,4,1,1,0,23,9,2018
3,15.8,70,4,1,1,0,23,9,2018
4,16.2,69,4,1,1,0,23,9,2018
5,16.3,67,4,1,1,0,23,9,2018
6,16.5,73,4,1,1,0,23,9,2018
7,16.5,74,4,1,1,0,23,9,2018
8,17.0,69,4,1,1,0,23,9,2018
9,18.4,59,4,1,1,0,23,9,2018
10,19.3,59,4,1,1,0,23,9,2018
11,20.1,57,4,1,1,0,23,9,2018
12,20.8,52,4,1,1,0,23,9,2018
13,22.7,44,4,1,1,0,23,9,2018
14,24.2,40,4,1,1,0,23,9,2018
15,25.0,28,4,1,1,0,23,9,2018
16,24.6,29,4,1,1,0,23,9,2018
17,24.1,41,4,1,1,0,23,9,2018
18,22.3,53,4,1,1,0,23,9,2018
19,21.0,54,4,1,1,0,23,9,2018
20,20.2,48,4,1,1,0,23,9,2018
21,19.1,38,4,1,1,0,23,9,2018
22,18.5,40,4,1,1,0,23,9,2018
23,17.7,45,4,1,1,0,23,9,2018
0,17.2,50,4,1,1,0,24,9,2018
1,16.8,53,4,1,1,0,24,9,2018
2,16.1,57,4,1,1,0,24,9,2018
3,15.5,63,4,1,1,0,24,9,2018
4,14.9,68,4,1,1,0,24,9,2018
5,14.4,66,4,1,1,0,24,9,2018
6,14.3,66,4,1,1,0,24,9,2018
7,14.7,61,4,1,1,0,24,9,2018
8,15.4,52,4,1,1,0,24,9,2018
9,17.0,43,4,1,1,0,24,9,2018
10,18.5,38,4,1,1,0,24,9,2018
11,19.4,31,4,1,1,0,24,9,2018
12,20.3,34,4,1,1,0,24,9,2018
13,20.9,30,4,1,1,0,24,9,2018
14,21.3,30,4,1,1,0,24,9,2018
15,21.8,32,4,1,1,0,24,9,2018
16,22.0,31,4,1,1,0,24,9,2018
17,21.6,32,4,1,1,0,24,9,2018
18,20.3,35,4,1,1,0,24,9,2018
19,18.6,54,4,1,1,0,24,9,2018
20,17.6,57,4,1,1,0,24,9,2018
21,16.8,58,4,1,1,0,24,9,2018
22,16.6,47,4,1,1,0,24,9,2018
23,15.7,51,4,1,1,0,24,9,2018
0,14.7,55,4,1,1,0,25,9,2018
1,13.8,60,4,1,1,0,25,9,2018
2,13.4,62,4,1,1,0,25,9,2018
3,12.7,67,4,1,1,0,25,9,2018
4,12.0,69,4,1,1,0,25,9,2018
5,11.5,70,4,1,1,0,25,9,2018
6,11.2,70,4,1,1,0,25,9,2018
7,10.8,72,4,1,1,0,25,9,2018
8,12.0,61,4,1,1,0,25,9,2018
9,15.3,49,4,1,1,0,25,9,2018
10,18.0,44,4,1,1,0,25,9,2018
11,20.1,40,4,1,1,0,25,9,2018
12,21.7,36,4,1,1,0,25,9,2018
13,22.9,30,4,1,1,0,25,9,2018
14,23.7,28,4,1,1,0,25,9,2018
15,24.1,26,4,1,1,0,25,9,2018
16,24.2,28,4,1,1,0,25,9,2018
17,22.9,33,4,1,1,0,25,9,2018
18,21.6,37,4,1,1,0,25,9,2018
19,20.3,39,4,1,1,0,25,9,2018
20,19.3,45,4,1,1,0,25,9,2018
21,18.5,48,4,1,1,0,25,9,2018
22,17.7,52,4,1,1,0,25,9,2018
23,17.4,49,4,1,1,0,25,9,2018
0,17.0,51,4,0,1,0,26,9,2018
1,16.6,53,4,0,1,0,26,9,2018
2,16.6,54,4,0,1,0,26,9,2018
3,16.5,57,4,0,1,0,26,9,2018
4,16.4,59,4,0,1,0,26,9,2018
5,16.3,61,4,0,1,0,26,9,2018
6,16.3,62,4,0,1,0,26,9,2018
7,16.3,62,4,0,1,0,26,9,2018
8,16.7,60,4,0,1,0,26,9,2018
9,17.7,54,4,0,1,0,26,9,2018
10,19.4,47,4,0,1,0,26,9,2018
11,20.5,42,4,0,1,0,26,9,2018
12,22.5,37,4,0,1,0,26,9,2018
13,23.4,34,4,0,1,0,26,9,2018
14,24.1,33,4,0,1,0,26,9,2018
15,24.7,35,4,0,1,0,26,9,2018
16,24.4,35,4,0,1,0,26,9,2018
17,23.6,38,4,0,1,0,26,9,2018
18,22.1,45,4,0,1,0,26,9,2018
19,20.7,46,4,0,1,0,26,9,2018
20,20.0,46,4,0,1,0,26,9,2018
21,18.9,43,4,0,1,0,26,9,2018
22,18.1,43,4,0,1,0,26,9,2018
23,17.4,46,4,0,1,0,26,9,2018
0,16.7,50,4,0,1,0,27,9,2018
1,16.1,53,4,0,1,0,27,9,2018
2,15.7,53,4,0,1,0,27,9,2018
3,14.9,57,4,0,1,0,27,9,2018
4,14.4,58,4,0,1,0,27,9,2018
5,13.9,60,4,0,1,0,27,9,2018
6,13.4,61,4,0,1,0,27,9,2018
7,13.2,60,4,0,1,0,27,9,2018
8,14.8,51,4,0,1,0,27,9,2018
9,17.7,48,4,0,1,0,27,9,2018
10,19.9,47,4,0,1,0,27,9,2018
11,21.3,43,4,0,1,0,27,9,2018
12,23.2,42,4,0,1,0,27,9,2018
13,23.0,39,4,0,1,0,27,9,2018
14,24.6,34,4,0,1,0,27,9,2018
15,23.4,35,4,0,1,0,27,9,2018
16,23.6,31,4,0,1,0,27,9,2018
17,24.3,31,4,0,1,0,27,9,2018
18,22.5,38,4,0,1,0,27,9,2018
19,20.6,44,4,0,1,0,27,9,2018
20,19.5,47,4,0,1,0,27,9,2018
21,18.7,48,4,0,1,0,27,9,2018
22,17.9,50,4,0,1,0,27,9,2018
23,17.7,51,4,0,1,0,27,9,2018
0,17.1,52,4,0,0,0,28,9,2018
1,16.5,53,4,0,0,0,28,9,2018
2,16.0,56,4,0,0,0,28,9,2018
3,15.3,59,4,0,0,0,28,9,2018
4,14.7,62,4,0,0,0,28,9,2018
5,14.5,60,4,0,0,0,28,9,2018
6,14.4,61,4,0,0,0,28,9,2018
7,14.5,62,4,0,0,0,28,9,2018
8,15.2,58,4,0,0,0,28,9,2018
9,16.5,50,4,0,0,0,28,9,2018
10,17.4,51,4,0,0,0,28,9,2018
11,17.9,54,4,0,0,0,28,9,2018
12,19.0,52,4,0,0,0,28,9,2018
13,19.1,53,4,0,0,0,28,9,2018
14,19.4,53,4,0,0,0,28,9,2018
15,20.3,52,4,0,0,0,28,9,2018
16,21.9,46,4,0,0,0,28,9,2018
17,21.7,52,4,0,0,0,28,9,2018
18,20.4,56,4,0,0,0,28,9,2018
19,19.3,61,4,0,0,0,28,9,2018
20,18.0,67,4,0,0,0,28,9,2018
21,17.8,66,4,0,0,0,28,9,2018
22,17.1,70,4,0,0,0,28,9,2018
23,16.6,69,4,0,0,0,28,9,2018
0,16.6,69,4,0,1,0,29,9,2018
1,16.2,71,4,0,1,0,29,9,2018
2,15.8,71,4,0,1,0,29,9,2018
3,15.5,73,4,0,1,0,29,9,2018
4,15.4,74,4,0,1,0,29,9,2018
5,15.0,77,4,0,1,0,29,9,2018
6,14.6,81,4,0,1,0,29,9,2018
7,14.7,76,4,0,1,0,29,9,2018
8,15.7,65,4,0,1,0,29,9,2018
9,18.3,58,4,0,1,0,29,9,2018
10,20.8,52,4,0,1,0,29,9,2018
11,22.3,50,4,0,1,0,29,9,2018
12,23.8,44,4,0,1,0,29,9,2018
13,24.9,40,4,0,1,0,29,9,2018
14,26.2,33,4,0,1,0,29,9,2018
15,26.5,33,4,0,1,0,29,9,2018
16,26.6,34,4,0,1,0,29,9,2018
17,26.3,31,4,0,1,0,29,9,2018
18,24.8,41,4,0,1,0,29,9,2018
19,22.5,43,4,0,1,0,29,9,2018
20,21.3,46,4,0,1,0,29,9,2018
21,20.1,54,4,0,1,0,29,9,2018
22,19.3,55,4,0,1,0,29,9,2018
23,18.6,59,4,0,1,0,29,9,2018
0,18.1,60,4,0,0,0,30,9,2018
1,17.5,66,4,0,0,0,30,9,2018
2,17.3,68,4,0,0,0,30,9,2018
3,17.0,70,4,0,0,0,30,9,2018
4,16.6,73,4,0,0,0,30,9,2018
5,16.1,78,4,0,0,0,30,9,2018
6,15.5,80,4,0,0,0,30,9,2018
7,15.1,81,4,0,0,0,30,9,2018
8,16.2,69,4,0,0,0,30,9,2018
9,18.5,62,4,0,0,0,30,9,2018
10,20.7,62,4,0,0,0,30,9,2018
11,20.2,63,4,0,0,0,30,9,2018
12,20.8,47,4,0,0,0,30,9,2018
13,21.1,42,4,0,0,0,30,9,2018
14,21.1,32,4,0,0,0,30,9,2018
15,21.3,32,4,0,0,0,30,9,2018
16,21.2,28,4,0,0,0,30,9,2018
17,20.4,31,4,0,0,0,30,9,2018
18,18.3,34,4,0,0,0,30,9,2018
19,17.1,35,4,0,0,0,30,9,2018
20,16.0,39,4,0,0,0,30,9,2018
21,15.2,40,4,0,0,0,30,9,2018
22,14.6,46,4,0,0,0,30,9,2018
23,14.1,53,4,0,0,0,30,9,2018
0,14.1,55,4,0,1,0,1,10,2018
1,13.9,57,4,0,1,0,1,10,2018
2,13.9,56,4,0,1,0,1,10,2018
3,13.6,56,4,0,1,0,1,10,2018
4,13.7,56,4,0,1,0,1,10,2018
5,13.7,57,4,0,1,0,1,10,2018
6,13.3,56,4,0,1,0,1,10,2018
7,13.1,58,4,0,1,0,1,10,2018
8,13.7,54,4,0,1,0,1,10,2018
9,14.9,50,4,0,1,0,1,10,2018
10,16.3,47,4,0,1,0,1,10,2018
11,17.0,45,4,0,1,0,1,10,2018
12,18.4,40,4,0,1,0,1,10,2018
13,17.6,49,4,0,1,0,1,10,2018
14,19.3,36,4,0,1,0,1,10,2018
15,19.0,40,4,0,1,0,1,10,2018
16,17.7,47,4,0,1,0,1,10,2018
17,17.2,53,4,0,1,0,1,10,2018
18,16.6,61,4,0,1,0,1,10,2018
19,16.2,62,4,0,1,0,1,10,2018
20,15.4,63,4,0,1,0,1,10,2018
21,14.6,66,4,0,1,0,1,10,2018
22,13.9,69,4,0,1,0,1,10,2018
23,13.4,69,4,0,1,0,1,10,2018
0,13.0,72,4,0,0,0,2,10,2018
1,12.5,74,4,0,0,0,2,10,2018
2,12.3,75,4,0,0,0,2,10,2018
3,11.8,78,4,0,0,0,2,10,2018
4,11.2,80,4,0,0,0,2,10,2018
5,10.8,82,4,0,0,0,2,10,2018
6,10.6,81,4,0,0,0,2,10,2018
7,10.4,81,4,0,0,0,2,10,2018
8,11.2,69,4,0,0,0,2,10,2018
9,13.9,66,4,0,0,0,2,10,2018
10,16.7,58,4,0,0,0,2,10,2018
11,18.3,44,4,0,0,0,2,10,2018
12,19.4,41,4,0,0,0,2,10,2018
13,20.4,36,4,0,0,0,2,10,2018
14,21.5,39,4,0,0,0,2,10,2018
15,21.8,38,4,0,0,0,2,10,2018
16,21.7,36,4,0,0,0,2,10,2018
17,21.2,40,4,0,0,0,2,10,2018
18,19.2,48,4,0,0,0,2,10,2018
19,17.6,57,4,0,0,0,2,10,2018
20,16.8,62,4,0,0,0,2,10,2018
21,16.2,65,4,0,0,0,2,10,2018
22,15.5,69,4,0,0,0,2,10,2018
23,14.8,68,4,0,0,0,2,10,2018
0,14.5,74,4,1,1,0,3,10,2018
1,13.8,75,4,1,1,0,3,10,2018
2,13.2,77,4,1,1,0,3,10,2018
3,12.6,78,4,1,1,0,3,10,2018
4,12.1,80,4,1,1,0,3,10,2018
5,11.8,82,4,1,1,0,3,10,2018
6,11.4,84,4,1,1,0,3,10,2018
7,11.2,85,4,1,1,0,3,10,2018
8,11.8,73,4,1,1,0,3,10,2018
9,14.4,61,4,1,1,0,3,10,2018
10,17.3,53,4,1,1,0,3,10,2018
11,20.3,46,4,1,1,0,3,10,2018
12,21.4,40,4,1,1,0,3,10,2018
13,22.5,40,4,1,1,0,3,10,2018
14,23.4,35,4,1,1,0,3,10,2018
15,24.1,34,4,1,1,0,3,10,2018
16,24.0,34,4,1,1,0,3,10,2018
17,23.3,36,4,1,1,0,3,10,2018
18,21.5,43,4,1,1,0,3,10,2018
19,20.0,49,4,1,1,0,3,10,2018
20,18.6,55,4,1,1,0,3,10,2018
21,17.6,59,4,1,1,0,3,10,2018
22,16.9,63,4,1,1,0,3,10,2018
23,16.1,63,4,1,1,0,3,10,2018
0,15.5,65,4,0,0,0,4,10,2018
1,14.7,69,4,0,0,0,4,10,2018
2,14.0,73,4,0,0,0,4,10,2018
3,13.6,75,4,0,0,0,4,10,2018
4,13.3,75,4,0,0,0,4,10,2018
5,13.2,73,4,0,0,0,4,10,2018
6,13.2,73,4,0,0,0,4,10,2018
7,13.2,75,4,0,0,0,4,10,2018
8,13.9,68,4,0,0,0,4,10,2018
9,16.7,58,4,0,0,0,4,10,2018
10,19.0,49,4,0,0,0,4,10,2018
11,21.3,41,4,0,0,0,4,10,2018
12,23.2,38,4,0,0,0,4,10,2018
13,23.4,39,4,0,0,0,4,10,2018
14,24.3,39,4,0,0,0,4,10,2018
15,25.3,39,4,0,0,0,4,10,2018
16,25.1,41,4,0,0,0,4,10,2018
17,24.2,44,4,0,0,0,4,10,2018
18,23.1,48,4,0,0,0,4,10,2018
19,22.3,50,4,0,0,0,4,10,2018
20,21.3,53,4,0,0,0,4,10,2018
21,20.5,57,4,0,0,0,4,10,2018
22,19.8,60,4,0,0,0,4,10,2018
23,19.4,62,4,0,0,0,4,10,2018
0,19.0,64,4,0,1,0,5,10,2018
1,18.6,66,4,0,1,0,5,10,2018
2,18.2,64,4,0,1,0,5,10,2018
3,18.0,61,4,0,1,0,5,10,2018
4,17.7,57,4,0,1,0,5,10,2018
5,17.6,57,4,0,1,0,5,10,2018
6,17.7,55,4,0,1,0,5,10,2018
7,17.7,56,4,0,1,0,5,10,2018
8,16.9,72,4,0,1,1,5,10,2018
9,16.3,85,4,0,1,1,5,10,2018
10,15.8,89,4,0,1,1,5,10,2018
11,16.1,89,4,0,1,1,5,10,2018
12,16.6,90,4,0,1,1,5,10,2018
13,16.9,95,4,0,1,1,5,10,2018
14,17.2,95,4,0,1,1,5,10,2018
15,17.2,96,4,0,1,1,5,10,2018
16,17.1,97,4,0,1,1,5,10,2018
17,16.9,97,4,0,1,1,5,10,2018
18,16.7,96,4,0,1,1,5,10,2018
19,16.6,96,4,0,1,1,5,10,2018
20,16.5,96,4,0,1,1,5,10,2018
21,16.5,96,4,0,1,1,5,10,2018
22,16.2,92,4,0,1,1,5,10,2018
23,16.3,91,4,0,1,1,5,10,2018
0,16.4,94,4,0,0,1,6,10,2018
1,16.7,89,4,0,0,1,6,10,2018
2,16.9,88,4,0,0,1,6,10,2018
3,16.8,90,4,0,0,1,6,10,2018
4,16.9,89,4,0,0,1,6,10,2018
5,16.7,93,4,0,0,1,6,10,2018
6,16.5,96,4,0,0,1,6,10,2018
7,16.5,97,4,0,1,1,6,10,2018
8,16.6,97,4,0,1,1,6,10,2018
9,16.7,97,4,0,1,1,6,10,2018
10,17.0,97,4,0,1,1,6,10,2018
11,17.5,95,4,0,1,1,6,10,2018
12,18.0,92,4,0,1,1,6,10,2018
13,17.7,89,4,0,1,1,6,10,2018
14,19.3,79,4,0,1,0,6,10,2018
15,21.0,67,4,0,1,0,6,10,2018
16,21.5,62,4,0,1,0,6,10,2018
17,21.1,64,4,0,1,0,6,10,2018
18,20.5,66,4,0,1,0,6,10,2018
19,19.7,72,4,0,1,0,6,10,2018
20,19.4,67,4,0,1,0,6,10,2018
21,18.5,78,4,0,1,0,6,10,2018
22,17.7,78,4,0,1,0,6,10,2018
23,16.9,84,4,0,1,0,6,10,2018
0,16.3,86,4,0,1,0,7,10,2018
1,16.0,88,4,0,1,0,7,10,2018
2,15.7,88,4,0,1,0,7,10,2018
3,15.5,88,4,0,1,0,7,10,2018
4,15.1,90,4,0,1,0,7,10,2018
5,15.1,89,4,0,1,0,7,10,2018
6,14.8,89,4,0,1,0,7,10,2018
7,14.3,89,4,0,1,0,7,10,2018
8,14.6,71,4,0,1,0,7,10,2018
9,16.2,60,4,0,1,0,7,10,2018
10,18.1,56,4,0,1,0,7,10,2018
11,19.1,56,4,0,1,0,7,10,2018
12,19.8,46,4,0,1,0,7,10,2018
13,20.1,41,4,0,1,0,7,10,2018
14,20.2,42,4,0,1,0,7,10,2018
15,20.4,36,4,0,1,0,7,10,2018
16,20.7,34,4,0,1,0,7,10,2018
17,19.4,32,4,0,1,0,7,10,2018
18,17.9,29,4,0,1,0,7,10,2018
19,16.6,36,4,0,1,0,7,10,2018
20,15.5,37,4,0,1,0,7,10,2018
21,14.4,36,4,0,1,0,7,10,2018
22,13.6,38,4,0,1,0,7,10,2018
23,12.9,38,4,0,1,0,7,10,2018
0,12.3,44,4,0,1,0,8,10,2018
1,11.7,52,4,0,1,0,8,10,2018
2,11.1,56,4,0,1,0,8,10,2018
3,10.8,59,4,0,1,0,8,10,2018
4,10.4,61,4,0,1,0,8,10,2018
5,9.8,63,4,0,1,0,8,10,2018
6,9.5,68,4,0,1,0,8,10,2018
7,9.2,72,4,0,1,0,8,10,2018
8,9.9,66,4,0,1,0,8,10,2018
9,12.2,51,4,0,1,0,8,10,2018
10,15.0,44,4,0,1,0,8,10,2018
11,17.9,39,4,0,1,0,8,10,2018
12,19.2,31,4,0,1,0,8,10,2018
13,20.2,28,4,0,1,0,8,10,2018
14,20.2,24,4,0,1,0,8,10,2018
15,20.6,26,4,0,1,0,8,10,2018
16,20.3,25,4,0,1,0,8,10,2018
17,20.0,28,4,0,1,0,8,10,2018
18,18.1,39,4,0,1,0,8,10,2018
19,16.4,42,4,0,1,0,8,10,2018
20,15.5,45,4,0,1,0,8,10,2018
21,15.1,48,4,0,1,0,8,10,2018
22,14.4,49,4,0,1,0,8,10,2018
23,13.5,55,4,0,1,0,8,10,2018
0,12.6,54,4,1,0,0,9,10,2018
1,12.0,58,4,1,0,0,9,10,2018
2,11.4,65,4,1,0,0,9,10,2018
3,11.0,66,4,1,0,0,9,10,2018
4,11.0,63,4,1,0,0,9,10,2018
5,10.8,64,4,1,0,0,9,10,2018
6,10.8,69,4,1,0,0,9,10,2018
7,10.9,70,4,1,0,0,9,10,2018
8,11.4,66,4,1,0,0,9,10,2018
9,12.8,57,4,1,0,0,9,10,2018
10,14.8,51,4,1,0,0,9,10,2018
11,16.4,45,4,1,0,0,9,10,2018
12,18.3,40,4,1,0,0,9,10,2018
13,19.2,39,4,1,0,0,9,10,2018
14,18.8,39,4,1,0,0,9,10,2018
15,18.3,40,4,1,0,0,9,10,2018
16,19.0,39,4,1,0,0,9,10,2018
17,18.4,39,4,1,0,0,9,10,2018
18,17.7,43,4,1,0,0,9,10,2018
19,17.3,47,4,1,0,0,9,10,2018
20,17.0,49,4,1,0,0,9,10,2018
21,16.8,52,4,1,0,0,9,10,2018
22,16.7,55,4,1,0,0,9,10,2018
23,16.6,53,4,1,0,0,9,10,2018
0,16.6,53,4,0,1,0,10,10,2018
1,16.6,57,4,0,1,0,10,10,2018
2,14.4,91,4,0,1,1,10,10,2018
3,14.3,95,4,0,1,1,10,10,2018
4,14.3,92,4,0,1,0,10,10,2018
5,13.6,89,4,0,1,0,10,10,2018
6,12.6,86,4,0,1,0,10,10,2018
7,12.3,84,4,0,1,0,10,10,2018
8,11.8,80,4,0,1,0,10,10,2018
9,12.0,72,4,0,1,0,10,10,2018
10,12.0,61,4,0,1,0,10,10,2018
11,12.7,50,4,0,1,0,10,10,2018
12,13.7,43,4,0,1,0,10,10,2018
13,14.3,43,4,0,1,0,10,10,2018
14,14.0,43,4,0,1,0,10,10,2018
15,13.7,44,4,0,1,0,10,10,2018
16,13.8,43,4,0,1,0,10,10,2018
17,13.1,45,4,0,1,0,10,10,2018
18,12.2,45,4,0,1,0,10,10,2018
19,11.3,50,4,0,1,0,10,10,2018
20,10.6,48,4,0,1,0,10,10,2018
21,9.9,50,4,0,1,0,10,10,2018
22,9.2,55,4,0,1,0,10,10,2018
23,8.5,52,4,0,1,0,10,10,2018
0,7.9,53,4,0,1,0,11,10,2018
1,7.3,59,4,0,1,0,11,10,2018
2,7.1,64,4,0,1,0,11,10,2018
3,6.7,71,4,0,1,0,11,10,2018
4,6.6,69,4,0,1,0,11,10,2018
5,6.6,73,4,0,1,0,11,10,2018
6,6.6,65,4,0,1,0,11,10,2018
7,6.3,65,4,0,1,0,11,10,2018
8,7.0,56,4,0,1,0,11,10,2018
9,8.4,49,4,0,1,0,11,10,2018
10,10.2,44,4,0,1,0,11,10,2018
11,11.7,36,4,0,1,0,11,10,2018
12,13.2,31,4,0,1,0,11,10,2018
13,13.5,32,4,0,1,0,11,10,2018
14,13.4,32,4,0,1,0,11,10,2018
15,13.0,39,4,0,1,0,11,10,2018
16,13.8,36,4,0,1,0,11,10,2018
17,13.2,36,4,0,1,0,11,10,2018
18,12.1,40,4,0,1,0,11,10,2018
19,11.1,43,4,0,1,0,11,10,2018
20,10.2,46,4,0,1,0,11,10,2018
21,9.3,52,4,0,1,0,11,10,2018
22,8.8,55,4,0,1,0,11,10,2018
23,8.4,60,4,0,1,0,11,10,2018
0,8.2,61,4,0,1,0,12,10,2018
1,7.6,63,4,0,1,0,12,10,2018
2,7.1,61,4,0,1,0,12,10,2018
3,6.5,69,4,0,1,0,12,10,2018
4,6.2,71,4,0,1,0,12,10,2018
5,6.0,72,4,0,1,0,12,10,2018
6,5.8,67,4,0,1,0,12,10,2018
7,5.3,73,4,0,1,0,12,10,2018
8,6.0,64,4,0,1,0,12,10,2018
9,8.6,50,4,0,1,0,12,10,2018
10,11.6,40,4,0,1,0,12,10,2018
11,13.0,38,4,0,1,0,12,10,2018
12,14.7,38,4,0,1,0,12,10,2018
13,15.8,36,4,0,1,0,12,10,2018
14,16.5,32,4,0,1,0,12,10,2018
15,17.1,33,4,0,1,0,12,10,2018
16,16.9,34,4,0,1,0,12,10,2018
17,16.3,39,4,0,1,0,12,10,2018
18,14.3,46,4,0,1,0,12,10,2018
19,12.9,50,4,0,1,0,12,10,2018
20,11.8,53,4,0,1,0,12,10,2018
21,11.0,60,4,0,1,0,12,10,2018
22,10.5,62,4,0,1,0,12,10,2018
23,9.8,66,4,0,1,0,12,10,2018
0,9.1,69,4,0,1,0,13,10,2018
1,8.5,70,4,0,1,0,13,10,2018
2,8.0,74,4,0,1,0,13,10,2018
3,7.6,78,4,0,1,0,13,10,2018
4,7.1,79,4,0,1,0,13,10,2018
5,6.7,81,4,0,1,0,13,10,2018
6,6.6,80,4,0,1,0,13,10,2018
7,6.2,83,4,0,1,0,13,10,2018
8,7.4,70,4,0,1,0,13,10,2018
9,10.0,56,4,0,1,0,13,10,2018
10,12.6,50,4,0,1,0,13,10,2018
11,15.2,44,4,0,1,0,13,10,2018
12,16.6,36,4,0,1,0,13,10,2018
13,18.3,33,4,0,1,0,13,10,2018
14,19.3,27,4,0,1,0,13,10,2018
15,19.8,29,4,0,1,0,13,10,2018
16,19.4,29,4,0,1,0,13,10,2018
17,18.7,33,4,0,1,0,13,10,2018
18,16.5,38,4,0,1,0,13,10,2018
19,14.8,47,4,0,1,0,13,10,2018
20,13.8,52,4,0,1,0,13,10,2018
21,12.6,56,4,0,1,0,13,10,2018
22,11.7,60,4,0,1,0,13,10,2018
23,11.0,62,4,0,1,0,13,10,2018
0,10.4,59,4,0,1,0,14,10,2018
1,9.5,65,4,0,1,0,14,10,2018
2,9.1,68,4,0,1,0,14,10,2018
3,8.4,73,4,0,1,0,14,10,2018
4,7.9,76,4,0,1,0,14,10,2018
5,7.6,79,4,0,1,0,14,10,2018
6,7.2,80,4,0,1,0,14,10,2018
7,6.9,81,4,0,1,0,14,10,2018
8,7.5,72,4,0,1,0,14,10,2018
9,10.1,60,4,0,1,0,14,10,2018
10,13.3,47,4,0,1,0,14,10,2018
11,16.2,41,4,0,1,0,14,10,2018
12,17.2,33,4,0,1,0,14,10,2018
13,18.1,32,4,0,1,0,14,10,2018
14,18.9,31,4,0,1,0,14,10,2018
15,20.1,32,4,0,1,0,14,10,2018
16,19.1,31,4,0,1,0,14,10,2018
17,18.2,43,4,0,1,0,14,10,2018
18,16.2,58,4,0,1,0,14,10,2018
19,15.1,60,4,0,1,0,14,10,2018
20,14.4,61,4,0,1,0,14,10,2018
21,13.8,66,4,0,1,0,14,10,2018
22,13.5,71,4,0,1,0,14,10,2018
23,13.2,73,4,0,1,0,14,10,2018
0,12.6,78,4,0,1,0,15,10,2018
1,12.2,80,4,0,1,0,15,10,2018
2,11.8,82,4,0,1,0,15,10,2018
3,11.3,85,4,0,1,0,15,10,2018
4,11.0,82,4,0,1,0,15,10,2018
5,11.1,79,4,0,1,0,15,10,2018
6,11.2,81,4,0,1,0,15,10,2018
7,11.5,81,4,0,1,0,15,10,2018
8,12.0,77,4,0,1,0,15,10,2018
9,12.8,74,4,0,1,0,15,10,2018
10,14.1,66,4,0,1,0,15,10,2018
11,16.7,65,4,0,1,0,15,10,2018
12,19.0,60,4,0,1,0,15,10,2018
13,19.7,52,4,0,1,0,15,10,2018
